ANOMES;IDENTIFICACION;NOMBRE;COL03;VIAJES;VIAJESFLOTAPROPIA;VALORPACTADO;TONELADAS;GALONES;COL09;COL10
202401 a 202412;9017594207;TLG CARGO S.A.S; ;1,529;0;     5,376,033,866;26,093;0; ; 
202401 a 202412;8002035804;SERVICIO ESPECIALIZADO DE TRANSPORTE DE CARGA S.A.S SETRANS CAGA S.A.S; ;1,526;643;       872,974,045;3,695;0; ; 
202401 a 202412;8050246669;TRANSPORTES OCCAR S.A.S.; ;1,523;849;       248,057,330;1,255;0; ; 
202401 a 202412;8002135577;COLOMBIANA DE FRIOCARGA S.A.S.; ;1,521;0;     3,359,841,400;13,004;0; ; 
202401 a 202412;9014269746;CANAVEN TRANSPORTES DE COLOMBIA S.A.S.; ;1,52;0;     2,661,319,548;268;        14,913,712; ; 
202401 a 202412;9013207560;TRANSPORTES ALEJANDRIA S.A.S; ;1,519;0;     2,495,063,149;5,081;0; ; 
202401 a 202412;9013713978;TOTAL CARGA GROUP S.A.S; ;1,517;0;     2,048,409,501;8,14;0; ; 
202401 a 202412;9001834976;TRANSPORTES VERMAT S.A.S ; ;1,517;0;     1,548,536,169;14,009;753,527; ; 
202401 a 202412;9015749915;EXACTO EXPRESS SAS; ;1,517;1,325;        75,130,000;15,911;0; ; 
202401 a 202412;9003186041;TRANSPORTES Y SERVICIOS NACIONALES S.A.S. . T&SN S.A.S; ;1,516;1,061;       926,206,334;18,869;0; ; 
202401 a 202412;8301015242;TRANSPORTES LIMICIO LTDA.; ;1,513;1,504;0;18,085;0; ; 
202401 a 202412;9002512799;AGENCIA LOGISTICA DEL CARIBE LTDA. LOGICARIBE LTDA.; ;1,512;1,491;        40,700,000;42,715;0; ; 
202401 a 202412;9011923061;L-ATRANS S.A.S ; ;1,507;0;     1,572,431,000;2,176;0; ; 
202401 a 202412;9004303369;ALITRANSPETREOS S.A.S.; ;1,505;0;     2,086,093,066;26,924;0; ; 
202401 a 202412;9008458798;SERVICIOS INTEGRALES COLOMBIANOS SAS - SEITECOL; ;1,505;117;     2,516,146,833;27,882;0; ; 
202401 a 202412;9012599961;SABANA CARGO S.A.S; ;1,49;1,303;       382,280,020;39,848;0; ; 
202401 a 202412;8001684085;COOPERATIVA DE TRANSPORTADORES UNIDOS DE BOYACÃ€; ;1,472;0;     5,515,007,635;50,126;0; ; 
202401 a 202412;8300376967;CARRY EXPRESS S. A. S.; ;1,472;0;       387,890,101;2,558;3,5; ; 
202401 a 202412;9007064451;TRANSPORTES LIQUIDOS L&R S.A.S; ;1,469;417;     1,689,565,425;39,828;         1,842,432; ; 
202401 a 202412;9008271486;TRANSPORTES ESTURCOL S.A.S.; ;1,467;1;     4,522,890,000;27,532;0; ; 
202401 a 202412;9005798726;LOGISTICA Y CARGA DEL ORIENTE S.A.S; ;1,467;0;     2,107,992,717;18,907;0; ; 
202401 a 202412;9003060300;SOCIEDAD DE SERVICIOS INTEGRALES DE TRANSPORTE S.A.S.; ;1,465;4;     5,286,659,500;24,953;500; ; 
202401 a 202412;9001627609;TRANSPORTES OLA S.A. TRANSOLA S.A. TRANS OKEY S.A. TRANSAKI S.A.; ;1,463;1,289;       248,200,000;24,334;0; ; 
202401 a 202412;9011756301;ORGANIZACIÃ“N 4M S.A.S; ;1,463;75;     3,059,115,000;15,498;0; ; 
202401 a 202412;8301129883;USA POSTAL S.A.; ;1,459;0;     1,861,466,837;6,663;0; ; 
202401 a 202412;9008198393;TRANSPORTE GOLDEN DE COLOMBIA S.A.S.; ;1,459;0;     2,261,906,370;37,093;301,3; ; 
202401 a 202412;8908012984;TRANSPORTES LA NUBIA LTDA; ;1,45;0;     1,110,554,449;4,127;0; ; 
202401 a 202412;9002686377;LOGISTICA INTEGRAL EN FRIO S.A.S.; ;1,449;0;     1,444,639,835;11,986;0; ; 
202401 a 202412;9010924187;SOLUCIONES Y SERVICIOS DE CARGA S.A.S; ;1,448;0;     4,664,055,449;48,505;0; ; 
202401 a 202412;9008489507;LOGICER S.A.S; ;1,444;0;     5,395,947,000;44,297;0; ; 
202401 a 202412;9013537713;INCOCARGA S.A.S; ;1,443;912;     2,362,962,322;47,749;0; ; 
202401 a 202412;9001340372;MOVILIZADORA EXPRESS DE COLOMBIA S.A.S; ;1,441;1,422;        80,327,623;49,216;0; ; 
202401 a 202412;925069420;MULTICARGAS DE LA SABANA; ;1,438;0;     1,224,360,000;5,213;0; ; 
202401 a 202412;9013759635;TRANSPORTES TIME COLOMBIA S.A.S; ;1,434;0;     2,007,423,000;17,79;0; ; 
202401 a 202412;8001884912;MERCANTIL LLANO EXPRESS S.A.S; ;1,431;0;     1,129,810,000;4,471;0; ; 
202401 a 202412;9011781832;SUMINISTROS Y TRANSPORTES FORTUNA S.A.S; ;1,43;0;     3,227,508,913;6,807;        11,000,654; ; 
202401 a 202412;9000419985;COLOMBIA ENTREGA LTDA.; ;1,43;82;     1,044,582,942;3,253;0; ; 
202401 a 202412;9005646297;RJM GROUP SAS; ;1,428;1,428;0;24,719;52,5; ; 
202401 a 202412;9011691447;TRANSPORTE EXTRADIMENSIONADO S.A.S ; ;1,426;0;     4,266,570,911;30,837;0; ; 
202401 a 202412;8000591391;TRANSPORTES MARIO ACOSTA S.A.S; ;1,424;33;       801,020,000;1,515;0; ; 
202401 a 202412;9007121625;TRANSLAZAR S.A.S; ;1,423;0;     1,222,352,688;5,203;0; ; 
202401 a 202412;9009562011;NUMA MOVIMIENTOS S.A.S; ;1,421;0;       820,524,050;12,099;0; ; 
202401 a 202412;9001506465;R & T TRANSPORTE LOGISTICA SAS; ;1,418;489;     1,045,344,385;21,141;0; ; 
202401 a 202412;8110349557;PAQUETE EXPRESS S.A.; ;1,413;3;       738,616,272;2,246;0; ; 
202401 a 202412;8440018636;TRANSPORTES Y SERVICIOS GCC S.A.S; ;1,412;1,156;       613,134,679;220;        13,791,323; ; 
202401 a 202412;55813431;ELIECER ALVAREZ BECERRA; ;1,406;635;     2,288,615,387;31,243;0; ; 
202401 a 202412;9006144368;LOGITRANSPORTAR S.A.S.; ;1,405;0;     2,187,081,434;14,888;0; ; 
202401 a 202412;8300383548;TRANS LOGISTICA LTDA; ;1,403;0;     6,175,881,690;40,418;0; ; 
202401 a 202412;9003902913;LOGISTICA Y TRANSPORTE TERRESTRE S.A.S; ;1,4;396;     1,223,443,020;20,241;0; ; 
202401 a 202412;9009359674;FRIOTRANS COLOMBIA S.A.S; ;1,399;166;     1,296,061,261;7,581;0; ; 
202401 a 202412;9007839971;SERVICENTRO S.A.S. ; ;1,39;79;     1,482,310,386;18,837;         2,429,648; ; 
202401 a 202412;9015101005;LINK CARGO PLUS S.A.S; ;1,386;0;     1,110,691,449;2,086;0; ; 
202401 a 202412;9007323777;CARGAMAX LOGISTICS SAS; ;1,385;0;     2,456,566,000;4,195;0; ; 
202401 a 202412;9003612769;SUMIPETROCO S.A.S; ;1,384;321;     1,196,954,444;3,566;0; ; 
202401 a 202412;9012999052;SERVICIOS Y LOGISTICA AGROINDUSTRIAL S.A.S.; ;1,383;0;     1,095,681,970;17,963;0; ; 
202401 a 202412;8050006830;COOPERATIVA UNIVERSAL DEL TRANSPORTE; ;1,379;0;     4,577,946,525;41,476;0; ; 
202401 a 202412;9004360512;INVERSIONES Y LOGISTICA ENMARCHA SAS.; ;1,368;0;     3,578,728,000;27,602;0; ; 
202401 a 202412;9000166068;ADR TRANSPORTES S.A.S; ;1,368;99;     2,019,375,287;29,757;994,351; ; 
202401 a 202412;9005428765;MOTOCARGA S.A.S; ;1,364;309;     2,944,917,793;5,902;0; ; 
202401 a 202412;9012903274;SOLUCIONES DE TRANSPORTES INTEGRALES S.A.S; ;1,358;55;     3,405,553,998;13,439;0; ; 
202401 a 202412;8001003582;AGROTRANSPORTES JE LTDA ; ;1,351;161;     4,133,127,461;38,286;0; ; 
202401 a 202412;9001016799;LLANO ENVIOS S.A.S.; ;1,35;0;       446,776,165;906;0; ; 
202401 a 202412;8300955443;SERVICIOS INTEGRALES DE TRANSPORTES AL MAR LTDA; ;1,349;1,067;       261,595,000;30,103;0; ; 
202401 a 202412;9008969257;Servitranscaribe SAS ; ;1,348;0;     4,259,670,964;37,06;0; ; 
202401 a 202412;9014335093;VIRTUAL CARGO S.A.S.; ;1,347;1;     6,316,302,456;22,565;         2,744,955; ; 
202401 a 202412;9005647256;LOGISTICA EN TRANSPORTES JJ HERRERA SAS; ;1,345;0;     1,611,705,502;9,55;0; ; 
202401 a 202412;9012896815;TRASLADOS Y LOGISTICA TRANSPORTE S.A.S.,; ;1,344;0;       310,466,471;1,886;0; ; 
202401 a 202412;8300408093;SERVICIO DE TRANSPORTE INTERNACIONAL DE CARGA LTDA; ;1,336;0;     4,414,550,712;33,291;0; ; 
202401 a 202412;9013430222;LOGISTICA DE COLOMBIA S.A.S; ;1,335;0;     2,484,125,664;7,69;0; ; 
202401 a 202412;8305086421;REFRICARGA EU; ;1,333;246;       548,013,715;3,033;0; ; 
202401 a 202412;9005113611;TRANSCARGA PP S.A.S.; ;1,325;615;     3,561,923,000;44,96;0; ; 
202401 a 202412;9001717345;LOGISTICA FTA S.A.S ; ;1,324;0;     3,513,387,000;27,888;0; ; 
202401 a 202412;8600033940;TRANSPORTES TVL S.A.S T.V.L S.A.S - T.V.L; ;1,323;0;     3,211,325,000;9,744;0; ; 
202401 a 202412;9003852447;TRANSPORTES ESPECIALES DE COLOMBIA S.A.S.; ;1,32;0;     2,852,472,121;95;        13,607,782; ; 
202401 a 202412;9006655823;MOVIMIENTOS TERRESTRES Y SERVICIOS M.T.S. S.A.S.; ;1,318;0;     2,290,390,000;2,657;0; ; 
202401 a 202412;9001453500;TANQUES Y TRANSPORTES DEL CASANARE S.A.S.,; ;1,317;1,05;       785,073,902;93;        12,790,851; ; 
202401 a 202412;9004787851;TRANSPORTES GENERALES COLOMBIANOS S.A.S.; ;1,313;0;     6,036,604,072;13,736;         8,665,038; ; 
202401 a 202412;9008368277;RED LOGISTICA DE CARGA Y TRANSPORTE S.A.S.; ;1,311;0;     2,428,003,993;10,326;0; ; 
202401 a 202412;9015086049;EMPRESA DE CARGA AUTO EXPRESS SAS.; ;1,311;13;     1,497,951,795;4,651;0; ; 
202401 a 202412;9008866962;AL - EQUIPOS DE LA COSTA S.A.S; ;1,308;0;       650,660,000;7,629;0; ; 
202401 a 202412;9007459235;INVERSIONES MEJICRUZ S.A.S.; ;1,307;738;     1,697,775,607;27,877;0; ; 
202401 a 202412;9003329343;TRANSPORTES COCOCARGA LTDA; ;1,305;0;     2,522,293,651;12,716;0; ; 
202401 a 202412;9004027330;INVERSIONES FERSA S.A.S.; ;1,303;0;     1,656,127,652;0;        13,455,409; ; 
202401 a 202412;9008487937;OPERADOR LOGISTICO COLMENA S.A.S.; ;1,302;45;     5,498,103,440;41,331;0; ; 
202401 a 202412;9012170058;LAM TRANSPORTADORA LOGISTICA S.A.S; ;1,301;1;     1,867,708,500;4,899;0; ; 
202401 a 202412;8300752199;INGENIERIA EQUIPOS Y TRANSPORTES S.A.; ;1,3;0;     4,527,290,009;17,331;0; ; 
202401 a 202412;8905054516;COMPAÃ‘IA TRANSPORTADORA DEL ORIENTE LTDA; ;1,299;0;     3,635,573,054;24,56;0; ; 
202401 a 202412;9001155301;HUMBERTO QUINTERO O. Y CIA. S.C.A; ;1,299;0;     1,472,085,711;43,219;1,982; ; 
202401 a 202412;9006242110;ZEACOL S.A.S; ;1,288;0;       533,646,575;37,708;0; ; 
202401 a 202412;9002668138;A L ALIANZA LOGISTICA S.A.S; ;1,287;23;     1,028,318,470;2,268;0; ; 
202401 a 202412;9014418529;PINABEN MOVIL CARGO S.A.S; ;1,287;0;     1,362,775,651;3,119;0; ; 
202401 a 202412;9011802504;T-LINK CARGO S.A.S ; ;1,283;0;     4,680,656,520;20,127;0; ; 
202401 a 202412;9000560242;TRANSPORTES ESPECIALES MEJISA S.A.S.; ;1,283;696;     1,901,956,647;29,148;0; ; 
202401 a 202412;8300717833;GUIATRANSPORTES LTDA; ;1,283;0;     1,431,829,005;3,293;0; ; 
202401 a 202412;9011682132;CONTINENTAL DE TRANSPORTE TERRESTRE S.A.S; ;1,28;248;       883,772,970;11,583;0; ; 
202401 a 202412;9005014964;TRANSPORTES LA COROCORA S.A.S.; ;1,28;238;     1,464,772,014;3,618;0; ; 
202401 a 202412;8050152414;TRANSPORTES FREVALLE SAS; ;1,28;741;     1,507,871,000;18,514;0; ; 
202401 a 202412;9003746600;Q&G TRANSPORTAMOS ORINOQUIA SAS ; ;1,279;0;       621,372,333;12,913;0; ; 
202401 a 202412;9002138449;MULTISERVICIOS EN LOGISTICA Y TRANSPORTES LTDA.; ;1,276;0;     1,726,809,232;5,805;3,35; ; 
202401 a 202412;9002998050;VIASUTRANS  SAS; ;1,271;0;     2,059,013,000;18,303;0; ; 
202401 a 202412;9012266632;ALIADOS ESTRATEGICOS EN TRANSPORTES Y SERVICIOS DEL LLANO S.A.S ; ;1,268;77;     2,959,335,553;0;        12,525,328; ; 
202401 a 202412;9003100148;TRAFICO LIBRE CARGO S.A.S.; ;1,266;1,154;        56,640,000;1,284;0; ; 
202401 a 202412;9010612251;TRANSPORTES LOGOS S.A.S; ;1,266;0;     4,088,545,000;26,367;0; ; 
202401 a 202412;8300889794;TERMOCARGA S.A.S; ;1,265;75;     3,782,229,729;10,163;0; ; 
202401 a 202412;9000107162;LOGISTICA NACIONAL DE TRANSPORTE LTDA.; ;1,264;69;     1,617,088,286;5,587;0; ; 
202401 a 202412;8040121813;TRANSPORTES LA FLECHA S.A.S; ;1,263;0;     6,341,304,140;42,846;0; ; 
202401 a 202412;9009181029;VIOTRANSCOLOMBIA SAS; ;1,26;0;       618,570,034;2,146;0; ; 
202401 a 202412;9004595268;MOGOLLON S.A.S.- OPERADOR LOGISTICO DE CARGA; ;1,26;40;     5,419,746,920;42,728;162,057; ; 
202401 a 202412;8002049872;TRANSPORTES ANDINOS DE LIQUIDOS LTDA; ;1,259;0;       587,449,500;1,915;0; ; 
202401 a 202412;9004369222;TRANSPORTE DE PETROLEO Y CARGA SAS; ;1,257;139;     3,551,903,870;645;        12,614,512; ; 
202401 a 202412;9000865718;MEDIOS Y TRANSPORTE E.U.; ;1,257;0;     2,318,703,800;1,656;0; ; 
202401 a 202412;9008388181;TRANSPORTE LOGISTICA & HOMES S.A.S; ;1,254;40;     1,746,514,160;3,055;0; ; 
202401 a 202412;8600016233;AVIOMAR S.A.S. EXPRESOS AEREOS Y MARITIMOS; ;1,247;222;     2,481,910,153;2,762;0; ; 
202401 a 202412;9002063732;DECO ENTREGAS S.A.S; ;1,247;0;     2,600,976,587;11,31;0; ; 
202401 a 202412;8902035073;COOPERATIVA DE TRANSPORTADORES DE SAN GIL LTDA.; ;1,245;0;     1,081,083,470;9,129;0; ; 
202401 a 202412;9017457612;EMPRESA DE TRANSPORTE DE CARGA ACCESS EXPRESS SAS; ;1,239;0;       288,169,000;2,089;0; ; 
202401 a 202412;9007459045;TURBO TRANSPORTES AV S.A.S; ;1,237;63;     2,611,338,000;7,046;0; ; 
202401 a 202412;8001616341;TRANS.GAMAR SOLUTIONS LOGISTCS S.A.S; ;1,237;206;     2,681,223,501;10,846;0; ; 
202401 a 202412;9005692265;EASY CAR LOGISTICA S.A.S; ;1,231;0;     2,766,011,770;34,376;0; ; 
202401 a 202412;9013462286;PRONALCARGA S.A.S; ;1,229;0;       658,899,922;5,158;0; ; 
202401 a 202412;9011355744;INTERNACIONAL DE TRANSPORTE Y LOGISTICA I.T.L. SAS; ;1,225;217;     4,718,418,370;40,955;0; ; 
202401 a 202412;9001617106;TRANS EXPRESS DEL GUAVIARE COLOMBIANA DE ENCOMIENDAS S.A.S; ;1,217;954;       167,560,000;668;0; ; 
202401 a 202412;9007097988;CORPORACION DE TRANSPORTES SOL S.A.S; ;1,216;1,17;       107,214,776;483;        11,113,993; ; 
202401 a 202412;9006684843;TRANS SOID COLOMBIA S.A.S; ;1,213;0;       927,012,416;3,26;0; ; 
202401 a 202412;9009064970;TRANSPORTE COLOMBIANO DE CARGA S.A.S; ;1,213;0;     7,373,359,837;28,006;269,489; ; 
202401 a 202412;9000135184;TRASTERCOL S.A.S; ;1,212;536;     1,332,230,200;3,083;0; ; 
202401 a 202412;9014072178;R&O LOGISTICA DE CARGA S.A.S ; ;1,21;198;       258,173,565;3,63;0; ; 
202401 a 202412;9007244503;TRANDECOL S.A.S; ;1,209;0;     3,592,039,250;22,645;0; ; 
202401 a 202412;9004119335;TRANSPORTE IGC S.A.S.; ;1,205;0;0;41,501;0; ; 
202401 a 202412;9007191801;ALIANZA LOGÃSTICA & TRANSPORTES ANDINOS SAS; ;1,205;0;     1,399,039,063;26,65;0; ; 
202401 a 202412;9015249556;FAST TRANSPORT TRUCK S.A.S; ;1,205;162;     1,122,400,000;3,692;200; ; 
202401 a 202412;9007480006;SERVICIOS ESPECIALIZADOS DE TRANSPORTE DE CARGA S.A.S; ;1,2;0;     1,349,155,000;22,946;0; ; 
202401 a 202412;9012945096;SUPER CARGO LOGISTIC S.A.S; ;1,197;302;     2,857,880,000;28,062;0; ; 
202401 a 202412;9003340428;TRANSPORTES LIQUIM S.A.S.; ;1,195;0;     1,247,728,000;8,962;5,895; ; 
202401 a 202412;9000770740;VIGITRANS S. EN C.; ;1,193;131;     5,221,933,852;40,732;0; ; 
202401 a 202412;8605086461;TRANSPORTES JOBER S.A.S; ;1,192;0;     1,530,958,920;3,886;99,328; ; 
202401 a 202412;9001684672;GRUPO BYZA S.A.S GRUPO BYZA S.A.S; ;1,185;339;     4,151,275,252;27,687;         1,078,100; ; 
202401 a 202412;9010733740;ALMACENAJE, DISTRIBUCION Y TRANSPORTE DE CARGA AT CARGO SAS; ;1,183;0;     1,746,817,005;6,095;0; ; 
202401 a 202412;8001396482;COOPERATIVA DE VOLQUETEROS DEL SARARE - COVOLSA LTDA; ;1,178;0;     1,569,946,937;15,713;0; ; 
202401 a 202412;9005497830;TRANSPORTES ESPECIALES A & S S.A.S TRANES S.A.S; ;1,171;0;     2,256,374,355;10,198;0; ; 
202401 a 202412;8110026451;SERFLETAR S.A.; ;1,168;820;       194,663,087;1,855;0; ; 
202401 a 202412;9008438031;TRANSPORTE MAXIMO S.A.S.; ;1,167;0;     1,830,907,689;4,026;         1,845,840; ; 
202401 a 202412;9004883219;DISEÃ‘OS EQUIPOS Y CONSTRUCCIONES S.A.S.; ;1,164;0;     2,894,305,978;2,308;2,217; ; 
202401 a 202412;9002082013;CAMILO TRANSPORTES SOCIEDAD POR ACCIONES S.A.S.; ;1,164;27;     3,364,446,000;14,848;0; ; 
202401 a 202412;9015766103;FLEXCARGA SAS; ;1,162;0;       234,518,677;822;0; ; 
202401 a 202412;8001323121;INMOBILIARIAY TRANSPORTE ATRIUM S.A.S.; ;1,159;504;     1,309,372,625;11,956;0; ; 
202401 a 202412;9005018562;PVC SERVICIOS Y TRANSPORTES DE LA ORINOQUIA S.A.S; ;1,157;22;     1,915,798,537;13,648;         1,424,506; ; 
202401 a 202412;9016319214;TRANSAMERICA CGT SAS; ;1,157;1,013;       208,150,000;10,993;0; ; 
202401 a 202412;9008840093;TL32 S.A.S; ;1,156;0;     1,458,427,914;4,318;5; ; 
202401 a 202412;8001072830;FREIGHT PLUS CO SOCIEDAD POR ACCIONES SIMPLIFICADAS ; ;1,153;0;     2,604,615,024;39,711;0; ; 
202401 a 202412;9009712039;TRANSPORCARCOL S.A.S; ;1,153;0;       500,549,750;2,468;3,287; ; 
202401 a 202412;9001796146;COORDINADORA LOGISTICA DE TRANSPORTE LTDA.; ;1,152;10;     3,504,156,000;16,196;0; ; 
202401 a 202412;8001493061;SOCIEDAD TRANSPORTADORA DE CARGA LTDA.; ;1,148;383;     2,609,718,150;17,771;0; ; 
202401 a 202412;8900012000;TRANSPORTES DEL QUINDIO S.A.; ;1,147;0;     2,135,523,500;18,158;0; ; 
202401 a 202412;8001717177;TRANSPORTES ESPECIALES DE COLOMBIA LTDA.; ;1,147;0;     1,959,691,400;31,971;         1,510,500; ; 
202401 a 202412;8918000457;COOPERATIVA DE TRANSPORTADORES FLOTA NORTE LTDA; ;1,147;0;       951,423,450;3,931;0; ; 
202401 a 202412;8300386083;COMPAÃ‘ÃA TRANSPORTADORA ANDINOS COLOMBIA S.A.S; ;1,146;260;     2,665,011,750;16,253;0; ; 
202401 a 202412;8909028781;TRANSPORTES SEGOVIA Y CIA. S.C.A.; ;1,14;82;     2,331,536,028;2,626;0; ; 
202401 a 202412;9006161086;TRANSPORTES NODUS SAS; ;1,14;0;       844,710,079;2,768;0; ; 
202401 a 202412;8000498482;TRANSPORTADORA LA PAILA Y CIA. LTDA; ;1,139;0;     1,343,324,176;20,452;0; ; 
202401 a 202412;9001631106;TRANSPORTE Y LOGÃSTICA MIGUEL SANCHEZ SAS; ;1,137;901;       107,390,228;4,123;0; ; 
202401 a 202412;9000237857;COLFOODS S.A.S; ;1,137;0;     2,908,469,463;18,975;0; ; 
202401 a 202412;8301151369;CEMEX ADMINISTRACIONES LTDA.; ;1,136;0;     1,440,398,726;9,33;902,14; ; 
202401 a 202412;9003849496; TRANSMOVILIZAR CARGA S.A.S; ;1,133;39;     3,544,635,000;12,86;0; ; 
202401 a 202412;9011171935;TRANSPORTES LOGISTICOS & SERVICIOS DE INGENIERIA S.A.S ; ;1,133;0;     3,107,117,122;1,094;        10,076,241; ; 
202401 a 202412;9015263681;COSMOS LOGISTICS SAS ; ;1,131;0;     5,734,917,210;29,345;0; ; 
202401 a 202412;9005163155;CENTRAL LOGISTICA DE TRANSPORTE FRISON S.A.S; ;1,128;1,122;         6,400,000;24,573;0; ; 
202401 a 202412;9004679716;SERVICIOS INTEGRALES LOS CHOCHOS SAS; ;1,128;0;     2,801,643,787;32,931;31; ; 
202401 a 202412;9006629854;TRUSTMETRANS S.A.S.; ;1,127;306;       445,953,066;1,891;0; ; 
202401 a 202412;8002146594;TRANSGAVIRIAS  SAS; ;1,127;0;     1,875,649,383;16,611;0; ; 
202401 a 202412;8300797166;CEVA FREIGHT MANAGEMENT DE COLOMBIA S.A.S; ;1,124;0;     3,330,564,500;6,952;0; ; 
202401 a 202412;9011449136;OPERACIONES LOGISTICAS Y PROYECTOS S.A.S; ;1,12;33;       810,158,693;3,912;0; ; 
202401 a 202412;9011813657;LOGISTICA Y TRANSPORTE LRN SAS; ;1,119;488;     2,278,628,228;21,358;0; ; 
202401 a 202412;9004820532;TRANSPORTES CATALAN S.A.S; ;1,111;0;       207,360,000;16,612;0; ; 
202401 a 202412;8440016812;COOPERATIVA TRANSPORTADORES DE TRINIDAD; ;1,11;217;     2,360,598,525;35,096;0; ; 
202401 a 202412;9002983940;INVERTIMOS HB S.A.S ; ;1,109;0;     2,373,611,005;14,112;0; ; 
202401 a 202412;9010450682;CARTRICOL S.A.S.; ;1,108;0;     1,180,841,468;33,289;0; ; 
202401 a 202412;9003963238;TRANSPORTES OSORIO RIOS S.A.S.; ;1,105;0;     1,220,549,000;432;0; ; 
202401 a 202412;9010955243;LOGIDIS S.A.S; ;1,101;2;       750,811,626;2,951;0; ; 
202401 a 202412;9006439434;ENERGY LOGISTICA & TRANSPORTE S.A.S.; ;1,096;0;     1,808,695,709;0;        11,588,039; ; 
202401 a 202412;8001878071;TRANSPORTES ALEX LTDA.; ;1,096;36;     1,257,974,452;7,469;0; ; 
202401 a 202412;9010681443;J & M LOGISTICA INTEGRAL S.A.S; ;1,093;739;       309,619,706;3,815;0; ; 
202401 a 202412;8001721584;TRANSPORTES Y MUDANZAS CHICO S.A.; ;1,091;682;       507,448,722;1,045;0; ; 
202401 a 202412;9006520833;COLOMBIATRANS S.A.S; ;1,091;1;     6,928,487,158;26,3;153,433; ; 
202401 a 202412;9008422652;NBT TRANSPORTES Y SERVICIOS LOGISTICOS S.A.S; ;1,089;113;     1,385,698,000;5,283;0; ; 
202401 a 202412;8001922151;TRANSPORTES SANTANDEREANA DE CARGA SAS; ;1,087;42;     3,157,804,000;16,104;0; ; 
202401 a 202412;9008294125;TRANSPORTES CERO GRADOS S.A.S; ;1,085;0;     3,508,438,983;26,656;0; ; 
202401 a 202412;9003335868;LA NUEVA MC TRANSPORTES S.A.S; ;1,084;0;     1,855,436,283;17,575;0; ; 
202401 a 202412;9014431584;INVERSIONES ROMA BETA S.A.S; ;1,083;283;     3,496,831,194;36,426;0; ; 
202401 a 202412;9014608694;TRANSPORTARME S.A.S; ;1,081;151;     1,461,321,748;22,501;0; ; 
202401 a 202412;9013629352;JIMENEZ CARGA S.A.S.; ;1,078;810;       943,276,646;36,494;0; ; 
202401 a 202412;9014716022;HEAVY CARGO SERVICES S.A.S; ;1,075;44;       732,374,000;6,262;0; ; 
202401 a 202412;8300575577;TRANSPORTADORA HUMAR LTDA; ;1,074;803;       160,790,208;2,948;8,219; ; 
202401 a 202412;9009016444;COLDTRANSPORT S.A.S.; ;1,07;403;       520,501,000;2,169;0; ; 
202401 a 202412;9012311133;INTERNACIONAL 365 S.A.S.; ;1,066;44;       534,913,027;7,434;0; ; 
202401 a 202412;8140016630;TRANSORIENTE SAS.; ;1,065;0;     1,807,654,536;12,145;201,348; ; 
202401 a 202412;9005111299;TRANSPORTES G.C. LOGISTICA S.A.S.; ;1,063;0;       520,366,373;3,663;0; ; 
202401 a 202412;9001151362;GLOBO EXPRESS LTDA; ;1,057;22;     4,450,802,592;26,316;0; ; 
202401 a 202412;8110283370;FLETES Y MATERIALES S.A.; ;1,055;0;       943,162,000;2,059;0; ; 
202401 a 202412;9016788147;TRANSPORTES TODOTERRENO SAS; ;1,049;0;     5,572,595,944;15,214;         4,712,047; ; 
202401 a 202412;9014484764;UNIVERSAL LOGISTICARGO S.A.S; ;1,048;1;     4,510,804,500;24,975;0; ; 
202401 a 202412;8020043564;TOPCARGA S.A.S; ;1,04;516;       979,092,146;10,363;0; ; 
202401 a 202412;9006348420;EMICOR COLOMBIA S.A.S.; ;1,039;4;     2,139,708,161;2,079;         7,003,904; ; 
202401 a 202412;9009283153;TRANSEXPRESS HM S.A.S.; ;1,034;445;     1,310,697,152;7,784;0; ; 
202401 a 202412;9003809885;CSL CARGA SOLUCIONES Y LOGISTICA S.A.S; ;1,029;678;       147,153,000;9,702;0; ; 
202401 a 202412;8909108712;TRANSPORTES ORIENTE ANTIOQUEÃ‘O S.A.; ;1,027;489;       271,259,692;536;0; ; 
202401 a 202412;9010946018;GESTIÃ“N & SERVICIO AL INSTANTE S.A.S; ;1,024;835;       997,230,000;31,933;0; ; 
202401 a 202412;8301074488;TRANSPORTE DEL SUR DE COLOMBIA SAS; ;1,023;1;     5,707,865,000;17,269;0; ; 
202401 a 202412;8320073384;UNION COLOMBIANA DE CARGA S.A.S. ; ;1,02;0;     5,289,926,777;34,987;0; ; 
202401 a 202412;9011051901;BICARGA LOGISTICA S.A.S; ;1,02;401;     2,458,964,526;33,671;0; ; 
202401 a 202412;9004596148;TRANSPORTES SERVI SPRESS S.A.S.; ;1,017;0;     3,529,437,000;17,161;0; ; 
202401 a 202412;9009732758;RECORD LOGISTICO EN TRANSPORTE SAS; ;1,015;0;       803,825,000;3,34;0; ; 
202401 a 202412;9002343376;JBER INGENIERIA S.A.S.; ;1,015;0;       424,491,000;16,526;0; ; 
202401 a 202412;9011265040;ENCIITRANS S.A.S.; ;1,013;710;       270,612,835;11,283;0; ; 
202401 a 202412;8001792814;SERTRAN LTDA; ;1,013;0;       810,352,000;9,82;0; ; 
202401 a 202412;9016424805;TRANSPORTES ROCER S.A.S; ;1,011;665;        14,330,000;10,501;0; ; 
202401 a 202412;9012754438;TRANSPORTADORA Y LOGISTICA NACIONAL LIBERTAD LOGISTIC SAS; ;1,005;0;     1,484,758,043;7,551;390; ; 
